review_status,score,paper_id,pmcid,pmid,doi,title,publication_date,journal,authors,has_xml,has_pdf,query_name,query_string,location_terms,pollutant_terms,health_terms,abstract_snippet,review_notes
include,7,paper_40889630,,40889630,10.1016/j.envpol.2025.127051,"Association between ambient air pollution and increased risk of respiratory diseases in Vellore and Ranipet, Tamil Nadu, India: A retrospective study.",30-08-2025,,Pootheri A; Chinnaiyan P; Ashok N; Saraswathy R,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, tamil nadu","aqi, ambient air pollution, air pollution","exposure, respiratory","Numerous studies have shown a link between short and long-term exposure to air pollution and a wide range of illnesses. Although the etiology of these illnesses has been identified, modifiable risk fa...",
include,7,paper_41492204,,41492204,10.1080/10934529.2025.2609042,Temporal trends in AQI and precursor pollutants: a long-term case study of Noida.,01-01-2025,,Raju MP; Bhardwaj LK; Srivastava AK,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, uttar pradesh","aqi, air quality index, particulate matter, ozone",,"This study analyses the long-term variations in air quality at Amity University, Noida, Uttar Pradesh, India, from May 2017 to December 2024, focusing on the monthly mean Air Quality Index (AQI) and i...",
include,7,paper_41863339,,41863339,10.1093/inteam/vjag046,Assessing Nexus between Human Health and Air Pollutants through Spatiotemporal Analysis of Particulate Matters.,21-03-2026,,Kumar P; Kumar P; Pratap Choudhary M,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, indian","aqi, air quality index, pm2.5, pm10, particulate matter","exposure, mortality, cardiovascular, health","This study evaluates spatiotemporal variation of particulate pollution and associated health impacts in Jodhpur, an arid Indian city among the most polluted in the country. Data from nine monitoring s...",
include,7,paper_42336951,,42336951,10.1038/s41598-026-54531-y,Firecracker-induced air pollution and health burden during Diwali: ground and satellite assessment across 14 cities of The Indo-Gangetic Basin.,23-06-2026,,Bartaria V; Kumar R; Kumar K; Jangid A,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",delhi,"aqi, air quality index, air pollution","exposure, health, public health","This study examines the impact of Diwali festivities on air quality and public health across 14 cities in the Indo-Gangetic Basin (IGB), integrating ground-based monitoring, satellite data, and meteor...",
include,7,paper_42373085,,42373085,10.1080/09593330.2026.2693198,Sustainable air pollution management in coal mining through low-cost sensors and smart monitoring platform.,29-06-2026,,Suresh V; Agarwal S; Chugh YP; Kumar S; Gautam A,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",india,"aqi, air pollution",health,"Open-pit coal mining is a significant source of air pollution, especially in developing countries, where dust and gaseous emissions from mining operations often exceed regulated limits due to limited ...",
include,7,paper_42399879,,42399879,10.1186/s12889-026-28270-8,Occupational exposure to air pollution and respiratory health among urban street vendors in South India.,03-07-2026,,Muruganantham P; T S V; Ubaithullah AB; Jayaraman N; Sethuraman S; Arasu V; Ravichandran H; Janakiraman B,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, chennai","aqi, air quality index, air pollution","exposure, respiratory, health, public health","<h4>Background</h4>Street vending is a non-formal, vital domestic workforce in most developing nations. The street vendors operate in an unregulated environment and are frequently exposed to hazardous...",
include,6,europe_pmc_PMC11492728,PMC11492728,39434902,10.1016/j.lansea.2024.100486,Assessing the impact of the National Clean Air Programme in Uttar Pradesh's non-attainment cities: a prophet model time series analysis.,07-10-2024,,Bera OP; Venkatesh U; Pal GK; Shastri S; Chakraborty S; Grover A; Joshi HS,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, uttar pradesh","aqi, pm 10",health,"<h4>Background</h4>Uttar Pradesh, India's largest state, faces critical pollution levels, necessitating urgent action. The National Clean Air Programme (NCAP) targets a 40% reduction in particulate po...",
include,6,europe_pmc_PMC12572900,PMC12572900,41133810,10.4274/thoracrespract.2025.2025-1-3,Effect of Ambient Air Pollutants on Acute changes in Pulmonary Variables and Inflammatory Markers in Healthy Adults: A Pilot Study.,01-10-2025,,Gupta A; Jaiswal KN; Shanmugasundaram K; Mandlecha L; Gagal S; Talwar A; Bade G,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",india,"aqi, air quality index, pm2.5, pm10, particulate matter, ambient air pollution, air pollution","exposure, respiratory, cardiovascular, health","<h4>Objective</h4>Air pollution is associated with adverse health effects, particularly on respiratory and cardiovascular systems. Smog, prevalent in Northern India, contains particulate matter (PM10,...",
include,6,europe_pmc_PMC12710085,PMC12710085,41416034,10.1029/2025gh001409,Assessment of Ambient Multipollutant Exposure and Health Impacts Over India Using the Novel Satellite-Based Multi-Pollutant Index.,17-12-2025,,Ardra D; Philip S; Sarkar D; Ghosh S; van Donkelaar A; Martin RV; Dey S,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",india,"aqi, air quality index, air pollution","exposure, health","Ambient air pollutants are reported to have adverse health impacts, which could be better assessed by examining human exposure to multiple criteria pollutants or through a multi-pollutant Air Quality ...",
include,6,europe_pmc_PMC12995173,PMC12995173,41721668,10.4103/lungindia.lungindia_509_25,A cross-sectional study on the respiratory health status and its determinants among rural handloom workers in Tamil Nadu.,21-02-2026,,Vinoth Kumar V; Chitra A; Costantia Dovita S,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, tamil nadu","pm2.5, pm10","exposure, respiratory, health","<h4>Background and objective</h4>Handloom weaving is a major rural occupation in India, often conducted in home-based settings with limited regulation and minimal protective measures. Such environment...",
include,6,europe_pmc_PMC13199542,PMC13199542,41932943,10.1038/s41598-026-40057-w,Systematic exposure bias in city-level air quality reporting revealed by 38 years of Indian observations.,03-04-2026,,Sharma G; Parmar PD; Nema AK; Gargava P; Kota SH,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, indian","aqi, air quality index, particulate matter",exposure,"Accurately representing urban air quality remains a central challenge in managing global exposure and communicating environmental risk. In rapidly urbanising regions such as India, Air Quality Index (...",
include,6,europe_pmc_PMC13219415,PMC13219415,41951751,10.1038/s41598-026-47424-7,Cost-effective and scalable urban air quality monitoring using image-based deep learning.,08-04-2026,,Arifuzzaman M; Srinivasagan R; Alqurashi R; Alqurashi A,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",india,"pm2.5, pm10, air pollution","exposure, respiratory, cardiovascular, health","Air pollution is a persisting problem for the environment, mainly in urban areas, given heavy industrialization and vehicular emissions and urbanization. Exposure to harmful air pollutants, including ...",
include,6,europe_pmc_PMC13282691,PMC13282691,42327850,10.1029/2025gh001763,Characterizing the Compound Extreme Temperature and PM&lt;sub&gt;2.5&lt;/sub&gt; Pollution Events: A Multi-Country Analysis.,20-06-2026,,Chen D; Zahid M; Qiu M,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",india,air pollution,"exposure, health","The increasing frequency of climate extreme events and persistent air pollution challenges pose compound environmental risks, yet the spatiotemporal patterns and trends of compound extreme temperature...",
include,5,paper_10.21203_rs.3.rs-9242405_v1,,,10.21203/rs.3.rs-9242405/v1,Gasping for Data: Evaluating the Adequacy of Continuous Ambient Air Quality Monitoring Network of India,15-06-2026,,Kapoor A; Bera S,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, delhi",air pollution,"exposure, health","<title>Abstract</title>  <p>Air pollution in India represents a significant health and economic burden, requiring the development of a national ambient air quality monitoring framework which is repres...",
include,5,paper_39496974,,39496974,10.1007/s10661-024-13267-w,Understanding the relationship between land use/land cover changes and air quality: A GIS-based fuzzy inference system approach.,05-11-2024,,Zaid M; Basu D,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",delhi,"aqi, air quality index, particulate matter, air pollution",health,Air pollution is a global issue that demands urgent attention due to its detrimental effects on human health and the environment. Land Use and Land Cover (LULC) change is an essential factor that sign...,
include,5,paper_39937354,,39937354,10.1007/s10661-025-13754-8,Assessing air quality extremes: a comparative extreme value analysis of metropolitan cities across India and the world.,12-02-2025,,Ghosh D,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, indian, delhi, mumbai, kolkata, chennai, hyderabad","aqi, air quality index, particulate matter, air pollution, ozone","health, public health","Air pollution is a significant global issue that impacts public health, particularly in urban areas where pollution levels often exceed safe limits. The Air Quality Index (AQI) serves as a key metric ...",
include,5,paper_40637895,,40637895,10.1007/s10661-025-14312-y,"Spatio-temporal analysis of air quality in high traffic density zones of Haridwar City, India.",10-07-2025,,Singh J; Kumar P; Kale A; Yadav AK; Maurya PK; Kumar D; Ahamad F,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",india,"aqi, air quality index, particulate matter, air pollution",health,"Urban air pollution poses a significant threat to human health and environmental quality, especially in rapidly urbanizing areas. This study aimed to analyze the spatio-temporal variations of air qual...",
include,5,paper_42069692,,42069692,10.1038/s41598-026-47509-3,Deciphering seasonal dynamics and time series forecasting of urban air quality: a case study in Urban Cities of Andhra Pradesh.,02-05-2026,,Shreyas D; Nishith B; Neelima N; Smitha TV; Venugopal V; Ozer T,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, hyderabad, patna","aqi, air quality index","health, public health","Proper air quality forecasting is essential in developing countries such as India, where climate variability, industrialization, and increasing urbanization play a major role in degrading air quality ...",
include,5,paper_42257747,,42257747,10.1007/s10661-026-15532-6,Short-term air quality degradation during Diwali in a rural region: elemental composition and source insights.,08-06-2026,,Sharma R; Puttaswamy H; Tyagi SK,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, indian, uttar pradesh",air pollution,"exposure, health","Firecracker emissions during Diwali are known to elevate air pollution in Indian cities; however, their short-term impacts in rural regions remain poorly characterized. This study evaluates the influe...",
include,5,paper_42287563,,42287563,10.1007/s10661-026-15553-1,"Multi-scale temporal evolution and spatial heterogeneity of PM&lt;sub&gt;2.5&lt;/sub&gt; and PM&lt;sub&gt;10&lt;/sub&gt; across 33 monitoring stations in Delhi (2017-2024): diurnal, seasonal, and long-term trends.",13-06-2026,,Sharma D,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",delhi,particulate matter,health,"Delhi experiences some of the highest particulate matter concentrations globally, yet comprehensive assessments integrating long-term temporal trends and spatial heterogeneity using completeness-contr...",
exclude,4,europe_pmc_PMC12507303,PMC12507303,41060978,10.1371/journal.pone.0334252,"Machine learning-based forecasting of air quality index under long-term environmental patterns: A comparative approach with XGBoost, LightGBM, and SVM.",08-10-2025,,Tırınk S,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index, air pollution","health, public health",Air pollution is a global problem that threatens environmental sustainability and severely affects public health. Monitoring air quality and predicting future pollution levels are critical for creatin...,
exclude,4,europe_pmc_PMC12976265,PMC12976265,41680275,10.1038/s41598-026-39232-w,"Ensemble learning for air quality index prediction: integrating gradient boosting, XGBoost, and stacking with SHAP-based interpretability.",12-02-2026,,Singh S; Kumar M; Sengar V; Kumar A; Abhishek K; Shafeeq BMA,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index, pm2.5, pm10, air pollution",health,The increasing challenge of air pollution in cities requires smart methods to make proper predictions and manage the problem. Although machine learning and deep learning models have contributed greatl...,
exclude,4,paper_40659995,,40659995,10.1007/s11356-025-36749-x,"Assessing carbon emissions at urban intersections: a case study of CO levels and traffic parameters in Hyderabad, India.",14-07-2025,,Tallam T; Kurre SS; Viswanath B,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, hyderabad","aqi, air quality index, air pollution, carbon monoxide",,"Air pollution remains a pressing global concern, significantly contributing to climate change and environmental degradation. Among the primary contributors, greenhouse gases-especially from carbon emi...",
exclude,4,paper_42214540,,42214540,10.1016/j.envpol.2026.128448,Nonlinear meteorological controls on coastal air quality along the Indian East Coast: Insights from a multi-city interpretable machine learning framework.,28-05-2026,,Varaprasad V; Madhavan BL; Jain CD; Krishnaveni AS; Ratnam MV,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, indian, chennai, patna","aqi, air quality index, particulate matter, air pollution",,"This study investigates the role of meteorological variability in shaping ambient air quality across five coastal cities along the Indian East Coast (Haldia, Balasore, Visakhapatnam, Chennai, and Pudu...",
exclude,4,paper_42307838,,42307838,10.1007/s10661-026-15593-7,"Spatiotemporal distribution of air pollutants in UP-NCR, India: a 5-year analysis of pollution trends and meteorological influences.",17-06-2026,,Sharma R; Kamboj S; Puttaswamy H; Tyagi SK,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]","india, uttar pradesh",particulate matter,,"This study presents a comprehensive spatiotemporal assessment of key ambient air pollutants (PM<sub>2.5</sub>, PM<sub>10</sub>, SO<sub>2</sub>, NO<sub>2</sub>, NH<sub>3,</sub> O<sub>3</sub>, and CO) a...",
exclude,3,europe_pmc_PMC12503330,PMC12503330,41056311,10.1371/journal.pone.0333849,Exploring regional air pollution transition dynamics: A multi-state markov model approach.,07-10-2025,,Hossain MI; Sarkar S; Methun MIH; Rahman A,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index, air pollution",health,"<h4>Background</h4>Air pollution, commonly measured by the Air Quality Index (AQI), is a significant global health risk, yet its transition dynamics remain poorly understood. This study aims to invest...",
exclude,3,europe_pmc_PMC13159321,PMC13159321,41913165,10.1186/s12889-026-27175-w,The association between physical activity and cardiovascular disease under indoor air pollution among middle-aged-to-elderly people: a sex-specific analysis from CHARLS.,30-03-2026,,Xie H; Chen B; Xia F; Xia J,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,air pollution,"exposure, cardiovascular, health","BACKGROUND: The associations between physical activity (PA) and outdoor air pollution with cardiovascular disease (CVD) are well established, but evidence regarding indoor air pollution remains scarce...",
exclude,3,europe_pmc_PMC13187486,PMC13187486,41927618,10.1038/s41598-026-40726-w,A hybrid bio-inspired model for predicting urban air pollution using deep learning.,02-04-2026,,Chaudhary D; Vats P; Vats S; Yadav SL; Sharma A,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"air quality index, particulate matter, air pollution, ozone, carbon monoxide","health, public health","Accurate prediction of urban air quality is vital for protecting public health and the environment. The current challenges in air quality prediction models include noisy data, missing data, interactio...",
exclude,3,paper_41385043,,41385043,10.1007/s11356-025-37269-4,Enhanced forecasting of air quality index through an integrated deep learning framework.,01-11-2025,,Raja S; Damodaran A; Manohar G,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index","health, public health","Accurate air quality forecasting is vital for public health, urban planning, and environmental policy. Traditional models often fail to capture the complex temporal, spatial, and topological dependenc...",
exclude,3,paper_41772316,,41772316,10.1007/s10661-026-15121-7,A cluster-aware synthetic resampling and machine learning framework for multi-class Air Quality Index classification.,03-03-2026,,Ravindiran G; Karthick K; Sivarethinamohan S; Rajamanickam S; Shyamala G; Datta D; Christo MS,FALSE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index",health,"The Air Quality Index (AQI) is a widely used indicator for assessing ambient pollution levels and associated health risks. However, AQI classification using data-driven approaches is often challenged ...",
exclude,1,europe_pmc_PMC11310496,PMC11310496,39117706,10.1038/s41598-024-68793-x,Implementing heuristic-based multiscale depth-wise separable adaptive temporal convolutional network for ambient air quality prediction using real time data.,08-08-2024,,Sundaramoorthy RA; Ananth AD; Seerangan K; Nandagopal M; Balusamy B; Selvarajan S,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,air pollution,health,"In many emerging nations, rapid industrialization and urbanization have led to heightened levels of air pollution. This sudden rise in air pollution, which affects global sustainability and human heal...",
exclude,1,europe_pmc_PMC11791089,PMC11791089,39900952,10.1038/s41598-024-83248-z,Enhancing urban air quality prediction using time-based-spatial forecasting framework.,03-02-2025,,Jayaraman S; T N; S A; G S,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index","health, public health","Air quality forecasting plays a pivotal role in environmental management, public health and urban planning. This research presents a comprehensive approach for forecasting the Air Quality Index (AQI)....",
exclude,1,europe_pmc_PMC12328754,PMC12328754,40770205,10.1038/s41598-025-09508-8,Air quality prediction-based big data analytics using hebbian concordance and attention-based long short-term memory.,06-08-2025,,Sekar S; Wei Z,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"air quality index, pm 2.5, particulate matter, air pollution","respiratory, cardiovascular, health","With the instantaneous economic development, air quality keeps on dwindling. Some key factors for the emergence and evolution of air pollution are high-intensity pollution emissions and adverse weathe...",
exclude,1,europe_pmc_PMC12901979,PMC12901979,41577974,10.1038/s41598-026-36564-5,Hybrid deep learning model for air quality prediction and its impact on healthcare.,23-01-2026,,Madan T; Sagar S; Singh Y; Jain A; Krejcar O; Frischer R; Namazi H; Panwar A,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index, air pollution","health, public health","Air pollution poses a serious threat to public health, making accurate and timely air quality prediction essential for effective mitigation and planning. This study presents a deep learning–based fram...",
exclude,1,europe_pmc_PMC13004884,PMC13004884,41708654,10.1038/s41598-025-34665-1,Application of novel similarity measures in electric vehicle charging station site selection based on q-rung orthopair hesitant fuzzy rough sets under quantitative information.,18-02-2026,,Attaullah; Khan A; Boulaaras S; Din N; Khan MS,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index, air pollution",health,Similarity measures provide a viable approach for evaluating the degree of similarity between two collections. They serve as effective procedures for addressing decision-making issues influenced by co...,
exclude,0,europe_pmc_PMC12355607,PMC12355607,40823218,10.3389/fpubh.2025.1632713,Study on the evolution patterns and predictive modeling of ambient air quality in oasis cities of arid regions: a case study of Urumqi.,01-08-2025,,Jing B; Xiaofeng R,TRUE,FALSE,aqi_india_pilot,"((""air quality index"" OR AQI OR ""air pollution"" OR ""ambient air quality"") AND India) AND FIRST_PDATE:[2020 TO 2026]",,"aqi, air quality index, particulate matter, air pollution, ozone",,"<h4>Background</h4>This study investigates the evolution patterns and future trends of ambient air quality in oasis cities within arid regions, with Urumqi as a representative case.<h4>Methods</h4>Uti...",
