keyword,count
climate change,8
anxiety,6
CBPS model,6
psychiatric decompensation,5
BPS model,4
bipolar disorder,3
suicidal ideation,3
tropical storm Hilary,3
climate biopsychosocial framework,2
biopsychosocial model,2
patient care,2
commercial oil well,2
mental health,2
schizophrenia,2
Lahaina fire,2
emergency department presentation,2
clinical utility,2
psychiatry,2
planetary climate,2
human health,2
CBPS,2
wildfire smoke,2
Formal analysis,2
Climate change,1
agriculture,1
Egyptian pyramids,1
Pennsylvania,1
atmospheric CO2 concentrations,1
CO2 concentrations,1
biomedical model,1
global warming effect,1
physicians,1
climate stability,1
civilization,1
climate data,1
global temperature anomalies,1
Atmospheric carbon dioxide,1
global mean surface temperature anomaly,1
USA,1
International Panel on Climate Change,1
IPCC,1
fossil fuel emissions,1
greenhouse gas emissions,1
extreme precipitation events,1
Event attribution studies,1
emissions contribution,1
event probabilities,1
Acute,1
death,1
heat waves,1
