keyword,count
ecological footprint awareness,58
climate change anxiety,41
environmental health literacy,40
teachers,28
environmental awareness,16
climate change,14
ecological awareness,11
Environmental Health Literacy,9
Climate Change Anxiety,8
Teachers,8
Environmental health literacy,8
emotional responses,8
Environmental Health Literacy Scale,8
Ecological Footprint Awareness Scale,8
Climate Change Anxiety Scale,8
Ecological Footprint Awareness,7
sustainable behaviors,7
environmental literacy,6
environmental knowledge,5
mediation analysis,5
Ecological footprint awareness,5
environmental education,5
public health,4
World Health Organization,4
indirect effects,4
gender,4
Climate change anxiety,3
sustainability,3
ecological footprint awareness scores,3
environmental health training,3
Classroom teachers,3
awareness,3
anxiety,3
social desirability bias,3
Mental Health,3
Mediating Role,2
public schools,2
Descriptive statistics,2
emotional distress,2
psychological responses,2
high schools,2
National Education,2
proportional representation,2
data collection,2
professional characteristics,2
age,2
education level,2
school type,2
professional experience,2
environmental health education,2
