keyword,count
Iraq,37
mental health,36
extreme weather events,23
Kurdistan Region,22
climate change,18
mental health outcomes,12
Erbil,12
psychological distress,11
depression,9
KRI,8
anxiety,7
PTSD,6
International Organization for Migration,6
IOM,6
Kurdistan region,5
environmental degradation,5
K10,5
dust storms,4
desertification,4
climate anxiety,4
rural areas,4
hierarchical blockwise regression,4
farmers,4
older adults,4
Conceptualization,4
ANOVA,3
heatwaves,3
droughts,3
climate adaptation,3
drought,3
mortality,3
heat stress,3
mental health burden,3
urban areas,3
bivariate analyses,3
gender,3
age,3
internal consistency,3
Kessler psychological distress scale,3
PTSD symptoms,3
education,3
income,3
mental health outcome,3
predictors,3
longitudinal designs,3
Socioeconomic status,3
employed individuals,3
Bangladesh,3
Ghana,3
Climate Change,3
