keyword,count
mental health,24
depression,23
stress,15
anxiety,15
ecological crises,15
young adults,11
wellbeing,9
prediction interval range,7
anthropogenic environmental degradation,6
pooled effect size,6
fear,5
Supplementary Appendix,5
climate change,5
natural disasters,4
emotional responses,4
consensus,4
climate anxiety,4
pooled correlation,4
outliers,4
populations,3
extreme weather events,3
anger,3
university students,3
rumination,3
mean scores,3
forest plot,3
moderate effect size relationship,3
Forest plot,3
Heterogeneity,3
prediction interval,3
funnel plots,3
mental health outcomes,3
general anxiety,3
databases,2
heterogeneity,2
IPCC,2
deforestation,2
environmental crises,2
target age group,2
CAB Abstracts,2
grey literature,2
Google Scholar,2
search terms,2
mental wellbeing,2
statistical analysis,2
sampling,2
recruitment,2
traffic light plot,2
bias ratings,2
individual studies,2
