keyword,count
nursing students,87
climate anxiety,67
climate change,34
climate change anxiety,17
anxiety,13
environmental literacy,12
nursing education,11
mental health,10
Climate anxiety,9
scoping review,8
Data curation,8
Formal analysis,7
Nursing students,6
uncertainty,6
sustainability attitudes,6
CHANT,6
climate change awareness,5
World Health Organization,5
global warming knowledge,5
students,5
Media exposure,5
healthcare professionals,4
global climate change awareness,4
future anxiety,4
stress,4
sustainability,4
Environmental literacy,4
nursing curricula,4
Public Health Nurs,4
research,3
PubMed,3
Turkey,3
Egypt,3
Saudi Arabia,3
South Korea,3
media exposure,3
psychological interventions,3
nursing educators,3
Climate change,3
mental health support,3
databases,3
free terms,3
emotional response,3
rural nursing students,3
depression,3
psychological distress,3
nursing student populations,3
social media,3
Conceptualization,3
Scoping review,2
