keyword,count
ecological emotions,35
ecological crisis,27
gender,19
grief,18
climate change,18
guilt,17
Philippines,17
Gen Z Filipinos,17
anxiety,13
women,13
environmental degradation,10
rural residents,8
urban residents,8
worry,8
habitual ecological worry,7
ecological grief,7
qualitative research,7
young people,6
internal consistency,6
Ecological Emotions,5
Global South,5
ecological worry,5
emotional responses,5
qualitative data,5
Emotional Resonance,4
Collective Grief,4
ecological guilt,4
anger,4
climate anxiety,4
mental health,4
ontological insecurity,4
data collection,4
men,4
Psychology,4
Public Health,4
Generation Z Filipinos,3
functional impairment,3
Place Identity,3
environmental education,3
environmental grief,3
hope,3
Ecological grief,3
sadness,3
psychological distress,3
natural hazards,3
Gen Z,3
emotions,3
online survey,3
informed consent,3
thematic analysis,3
