keyword,count
climate change,13
CCWS,12
CCAS,11
LMICs,5
mental health,4
youth mental health,4
young people,3
climate vulnerability,3
internet,3
Unheard voices,2
mental health toll,2
vulnerable communities,2
marginalised communities,2
adolescents,2
Climate Change Anxiety Scale,2
Climate Change Worry Scale,2
Southern Madagascar,2
Grand,2
data collection,2
HICs,2
Madagascar,2
mental health impacts,1
global inverse relationship,1
internet connectivity,1
Inclusive methodologies,1
climate policies,1
childhood,1
adolescence,1
children,1
physiological effects,1
psychological effects,1
sleep,1
interconnected systems,1
governance,1
psychological distress,1
emotional exhaustion,1
Notre Dame Global Adaptation Initiative,1
young adults,1
South Madagascar,1
Turkey,1
South Italy,1
Italy,1
Slovenia,1
Poland,1
Philippines,1
Australia,1
New Zealand,1
United States,1
Germany,1
France,1
