keyword,count
women,55
climate change,37
climate anxiety,14
climate change anxiety,11
fetal health,8
anxiety,7
climate change awareness,5
obstetric characteristics,4
pregnancy process,4
family planning clinic,3
Personal Information Form,3
family planning methods,3
uncertainty,3
children,3
reproductive intentions,3
fertility desire,3
pregnancy,2
pregnant women,2
mental health,2
stress,2
Climate anxiety,2
family planning clinics,2
subscales,2
internal consistency,2
Likert scale,2
pregnancy planning,2
Climate Anxiety Scale,2
Climate Awareness Scale,2
weak positive correlation,2
predictive factor,2
family planning,2
human health,2
environmental uncertainties,2
lower fertility intentions,2
reproductive decisions,2
fertility,1
maternity hospital,1
Scale,1
multivariate tests,1
anxiety level,1
climate change effects,1
public health,1
global temperature,1
air pollution,1
meteorological variables,1
adverse health outcomes,1
metabolic diseases,1
fetuses,1
newborns,1
physiological adaptation processes,1
