keyword,count
climate change anxiety,32
psychological resilience,25
Iraqi youth,21
climate anxiety,15
resilience,11
climate change,9
mental health,9
Iraq,8
Psychological resilience,7
anxiety,5
age,4
CCAS,4
Climate change anxiety,4
Iraqi governorates,3
Climate Change Anxiety Scale,3
monthly income,3
youth,3
climate change activism,3
J,3
Clim Change Health,3
Brief Resilience Scale,2
categorical data,2
standard deviation,2
numerical data,2
pandemic,2
Climate Change Anxiety,2
psychological distress,2
Iraqis,2
pilot study,2
sample size,2
population size,2
data collection,2
sociodemographic characteristics,2
Sociodemographic characteristics,2
study participants,2
postgraduate education,2
Climate anxiety,2
emotional responses,2
young people,2
depressive symptoms,2
climate change distress,2
social norms,2
undergraduate students,2
China,2
Spearman correlation,2
positive psychology,2
music,2
depression,2
gender,2
resilience scale,2
