keyword,count
children,87
climate change,59
philosophical inquiry,10
adaptive coping,10
teachers,10
mental health,9
pilot study,9
autonomy,7
Philosophical Inquiry Intervention,6
Elementary School Children,6
anxiety,6
youth,6
psychological needs,6
competence,6
artistic creation,6
internal consistency,6
Pilot Randomized Cluster Trial,5
creative arts,5
existential psychology,5
emotional expression,5
gender,5
adolescents,5
elementary school children,4
Children,4
affiliation,4
climate change education,4
control group,4
age,4
philosophy,4
young adults,3
photography,3
introspection,3
students,3
primary outcome,3
effect size,3
Informed consent,3
Creative Arts,3
philosophical inquiry intervention,2
adaptive coping strategies,2
interaction effects,2
creation,2
positive psychology,2
worry,2
coping strategy,2
depression,2
emotional validation,2
collage,2
Photography,2
artistic mediums,2
anxiety symptoms,2
