keyword,count
climate change,39
Jordan,36
students,32
university students,14
CCAS,14
CCPAS,12
anxiety,10
perceptual awareness,8
climate change anxiety,7
climate change perceptual awareness,7
CCPAS scores,7
public health,6
psychological distress,6
climate change awareness,5
national climate change policy,5
climate anxiety,5
functional impairment,5
CCAS scores,5
Climate Change Anxiety Scale,4
global warming,4
forest fires,4
higher education institutions,4
marital status,4
Arabic translation,4
non-communicable diseases,4
Climate Change Perceptual Awareness,3
Change,3
climate literacy,3
female sex,3
Students,3
heatwaves,3
drought,3
resilience,3
climate awareness,3
university curricula,3
youth participation,3
climate governance,3
nationality,3
chronic medical conditions,3
subscales,3
internal reliability,3
water scarcity,3
females,3
consensus,3
Perceived Impacts,2
Among University Students,2
psychosocial burden,2
psychosocial dimensions,2
Climate Change,2
National Climate Change Policy,2
