keyword,count
mental health,5
climate distress,4
mental health problems,4
psychedelics,3
depression,3
causal inference,3
Black JC,2
climate anxiety,2
solastalgia,2
anxiety,2
psychological distress,2
climate worry,2
negative affectivity,2
mental health outcomes,2
cognitive worry,2
affective distress,2
functional impairment,2
harm reduction,1
sociodemographic factors,1
unstable housing,1
young adults,1
people of colour,1
mental health risk,1
substance use disorders,1
eating disorders,1
ADHD,1
support resources,1
safety outcomes,1
Europe,1
Australia,1
substance use,1
reduced risk,1
alcohol,1
cannabis,1
opioids,1
Ladka2,1
Rockhill2,1
Luoma1,1
Faber SC,1
Kruger DJ,1
Aday JS,1
sexual harassment,1
United States,1
Newcomb Institute,1
Tulane University,1
2024,1
Rockhill KM,1
Fox EJ,1
Rockhill K,1
Tisseau D,1
