keyword,count
wildfire exposure severity,35
youth,30
food insecurity,27
Northwest Territories,26
Canada,24
climate change,18
adolescents,15
young people,14
Food insecurity,13
NWT,12
Indigenous youth,9
mental health,9
wildfire exposure,8
emotional responses,8
gender,7
wildfires,7
EWEs,7
children,7
structural conditions,6
Indigenous,6
anxiety,6
Indigenous identity,5
living conditions,5
girls,5
social marginalization,5
FOXY,5
SMASH,5
rural area,5
Structural equation modelling,4
rural communities,4
Youth,4
UNICEF,4
cisgender girls,4
Cisgender girls,4
Public Health,4
Climate anxiety,4
social factors,3
sexual orientation,3
rural residence,3
psychosocial resource,3
Climate change,3
environmental change,3
age,3
uncertainty,3
social positions,3
wildfire events,3
psychological distress,3
wildfire season,3
schooling,3
stress,3
