keyword,count
hope,76
CCA,27
climate change,24
anxiety,13
psychological distress,10
climate change anxiety,10
depression,10
Arab countries,10
mental health,9
climate anxiety,8
mediation analysis,7
mental illness,6
uncertainty,5
multinational study,4
emotional responses,4
Arab region,4
hopelessness,3
Hope,3
psychological resource,3
Jordan,3
Lebanon,3
Palestine,3
Egypt,3
statistical power,3
effect size,3
age,3
gender,3
marital status,3
indirect effects,3
divorced,3
psychological factors,3
climate,2
coping,2
psychological outcomes,2
ecological crisis,2
maladaptive outcomes,2
adaptive responses,2
climate action,2
coping strategies,2
C,2
personality traits,2
persistent CCA,2
emotional strain,2
cognitive concept,2
pathways thinking,2
engagement,2
disengagement,2
burnout,2
powerlessness,2
natural disasters,2
