keyword,count
youth,33
climate change,30
climate worry,19
mental health,13
climate distress,10
depressive symptoms,6
psychological distress,6
mental health concerns,6
median scores,6
youth mental health,5
clinical services,5
Youth,5
WHODAS,5
Climate worry,4
Canadian youth,4
integrated youth services,4
mental health impacts,4
anxiety,4
daily life impacts,3
IYS centres,3
sociodemographic characteristics,3
depression,3
gender,3
K10,3
life activities,3
negative daily life impacts,3
Sociodemographic characteristics,3
extreme climate worry,3
Methodology,3
Conceptualization,3
emotional responses,2
grief,2
gender diverse youth,2
social services,2
Foundry,2
survey,2
age,2
housing status,2
severe depressive symptoms,2
high psychological distress,2
WHODAS scores,2
missing data,2
mental health concern,2
Canada,2
change,2
emotions,2
rural areas,2
missingness,2
protective factors,2
Data curation,2
