keyword,count
anxiety,37
depressive symptoms,33
climate change worry,25
physical activity,22
mental health,14
climate change,10
wellbeing,8
students,7
Physical activity,7
young people,6
university students,5
moderated mediation,5
depression,5
Climate anxiety,5
climate change information,5
climate action,5
Climate Change Worry Scale,4
Anxiety,4
bootstrap CI,4
informed consent,4
Indirect effect,4
privacy,4
children,4
convenience sampling,3
China,3
Flourishing Scale,3
Pearson correlations,3
psychological distress,3
affective symptoms,3
statistical associations,3
CCWS,3
statistical significance,3
regression analyses,3
indirect effects,3
high physical activity,3
Climate Change Worry,2
Flourishing,2
Chinese University Students,2
valid responses,2
Patient Health Questionnaire,2
Physical Activity Rating Scale,2
PROCESS macro,2
bootstrap samples,2
moderation effect,2
conditional statistical associations,2
Global climate change,2
climate change anxiety,2
climate anxiety,2
positive psychological functioning,2
optimism,2
