keyword,count
CCARPD,75
anxiety,46
depression,37
Depression,31
anxiety symptoms,28
mental health,24
stress symptoms,18
climate change,17
functional impairment,11
CCAS,11
generalized anxiety,11
subclinical symptoms,10
stress,9
behavioral symptoms,9
depressive symptoms,8
CCA,8
psychiatric diagnoses,6
psychological distress,6
mental illness,6
HEAS subscales,6
rumination,6
climate change awareness,6
mental health vulnerabilities,5
psychological support,5
neuroticism,5
stress subscales,5
suicidal ideation,5
psychiatric populations,4
media exposure,4
general population,4
GAD,4
entrapment,4
affective symptoms,4
Trait anxiety,4
PTSD,4
PubMed,3
Embase,3
Web of Science Core Collection,3
Scopus,3
psychiatric population studies,3
mental health measurements,3
climate crisis,3
climate changes,3
scoping review,3
Patient Health Questionnaire,3
generalized anxiety symptoms,3
Climate Change Anxiety Scale,3
Anxiety,3
patient characteristics,3
Mean age,3
