keyword,count
climate crisis,43
depression,27
mental health,16
MDD,15
depressive symptoms,15
climate change,14
uncertainty,9
Major Depressive Disorder,8
hopelessness,8
psychological distress,6
reflexive thematic analysis,6
children,6
emotional responses,6
coping strategies,6
climate anxiety,5
social support,5
individuals,4
phenomenological approach,4
emotional distress,4
qualitative research,4
environmental degradation,4
pessimism,4
ecological grief,4
anxiety,3
psychological resilience,3
Climate change,3
environmental stressors,3
agriculture,3
data collection,3
interviews,3
thematic structure,3
recovery,3
fear,3
ecological anxiety,3
restlessness,3
sadness,3
emotional numbness,3
coping resources,3
clinical diagnosis,3
personal information form,2
Social Functioning,2
Climate Anxiety,2
floods,2
social cohesion,2
psychological strain,2
sleep disturbances,2
cultural contexts,2
mental disorders,2
Turkey,2
Van,2
