keyword,count
climate change,53
youth,26
gender,15
climate action,14
Korean youth,11
boys,9
girls,8
South Korea,7
behavioral profile,6
climate anxiety,6
climate education,6
youth engagement,6
young people,6
Methodology,6
Conceptualization,6
National Youth Policy Institute,5
Climate anxiety,5
review,5
editing,5
Validation,5
Climate change,4
climate engagement,4
social climate,4
anxiety,4
Climate Change,4
climate inequality,4
youth participation,4
active outdoor play,4
behavioral profiles,3
institutional responses,3
behavioral responses,3
mental health,3
knowledge,3
Key variables,3
climate belief,3
Human activity,3
Paris Agreement,3
education,3
school type,3
global warming,3
emotional responses,3
physical activity,3
health,3
Lancet Planet Health,3
children,3
gendered analysis,2
logistic regression analyses,2
school grade,2
Boys,2
Youth,2
