keyword,count
youth,73
affective wellbeing,25
climate change,19
motivation,18
Youth,14
climate communication,10
youths,9
wellbeing,9
communication strategies,8
Motivation,7
climate change communication,7
guilt,7
adolescents,7
autonomous motivation,7
intrinsic motivation,7
humor,6
survey data,5
internal pressure,5
identified motivation,5
motivation type,5
motivational quality,5
extrinsic motivation,5
reduced affective wellbeing,4
action pathways,4
engagement,4
Intrinsic motivation,4
climate change education,4
Netherlands,4
introjected motivation,4
conceptualization,4
Climate Crisis,3
Young people,3
Urban Rotterdam Project,3
autonomy,3
external pressure,3
shame,3
Climate Change Communication,3
UNESCO,3
survey study,3
climate crisis,3
agency,3
survey,3
demographic information,3
institutional ethical review board,3
Affective wellbeing,3
Likert scale,3
empowerment,3
youth organizations,3
focus groups,3
affinity mapping,3
