keyword,count
climate change,31
young people,20
impaired regulation,17
adaptive coping,15
climate distress,12
social support,12
autonomy,11
affective symptoms,9
maladaptive coping,9
children,9
Maladaptive Coping,8
distancing,8
agency,7
Affective symptoms,7
youth,7
Climate anxiety,6
psychological resilience,6
climate anxiety,6
Adaptive,5
efficacy beliefs,5
age,5
adolescents,5
climate event,5
Lancet Planetary Health,5
anxiety,4
Predictor Variables,4
mental health,4
Young People,4
wellbeing,3
Climate Coping Scale,3
young adults,3
Perceived Social Support,3
CCS subscales,3
Collective Efficacy,3
Young people,3
Social support,3
adaptive coping strategies,3
climate crisis,3
resilience,3
panel sampling,2
Adaptive Coping,2
convenience sampling,2
Perceived social support,2
Collective efficacy,2
Qualtrics,2
Climate change,2
demographic items,2
coping,2
AAQ,2
emotional autonomy,2
